VEHICLE_NO	VCLE_KEYID	VIN	TERMINAL_ID
N19/99-019	130992	LK PRODUCTION	VM-18L-0019
N19/99-020	130993	LK PRODUCTION	VM-18L-0020
N19/99-021	130995	LK PRODUCTION	VM-18L-0021
N19/99-022	130994	LK PRODUCTION	VM-18L-0022
N19/99-023	130996	LK PRODUCTION	VM-18L-0023
N19/99-024	130997	LK PRODUCTION	VM-18L-0024
N19/99-025	130998	LK PRODUCTION	VM-18L-0025
N19/99-026	130999	LK PRODUCTION	VM-18L-0026
N19/99-027	131000	LK PRODUCTION	VM-18L-0027
N19/99-028	131001	LK PRODUCTION	VM-18L-0028
N19/99-029	131002	LK PRODUCTION	VM-18L-0029
N19/99-031	131004	LK PRODUCTION	VM-18L-0031
N19/99-032	131005	LK PRODUCTION	VM-18L-0032
N19/99-033	131006	LK PRODUCTION	VM-18L-0033
N19/99-034	131007	LK PRODUCTION	VM-18L-0034
N19/99-035	131354	QZ PRODUCTION	VM-18L-0148
N19/99-037	132634	IG PRODUCTION	VM-18L-0044
N19/99-041	132714	Forklift Production	BM-16L-0063
N19/99-042	132734	Forklift Prodcution	VM-18L-0036
N19/99-043	132754	PD Themocouple Test	BM-15C-0192
N19/99-044	133334	RG3 PROTO CAR	BM-17E-0001
N19/99-047	133834	SP2 TEMPORARY	BM-15C-0114
N19/99-049	134835	QZ PRODCUTION	VM-18L-0063
N19/99-053	134839	QZ PRODCUTION	BM-15C-0013
N19/99-054	134934	FE Production	VM-18L-0054
N19/99-055	135114	TL TEMP VEHICLE	BM-16L-0050
N19/99-056	135115	QL TEMP VEHICLE	BM-16L-0046
N19/99-059	139835	VDMS Applying TEST	VM-18L-0108
N19/99-060	139914	PY production	VM-18L-0156
N19/99-061	139974	LK Production	VM-18L-0030
N19/99-062	139975	LK Production	VM-18L-0030
N19/99-064	140114	PY Production	BM-16L-0001
N19/99-065	140615	LK Fuel Cell	VM-18L-0113
N19/99-066	140614	LK Fuel Cell	VM-18L-0114
N19/99-067	140595	LK Fuel Cell	VM-18L-0115
N19/99-068	140616	LK Fuel Cell	VM-18L-0116
N19/99-069	140617	LK Fuel Cell	VM-18L-0117
N19/99-071	141694	LK FCEV Production	VM-18L-0173
N19/99-072	141695	LK FCEV Production	VM-18L-0179
N19/99-073	141696	LK FCEV Production	VM-18L-0183
N19/99-076	141699	LK FCEV Production	VM-18L-0153
N19/99-077	141700	LK FCEV Production	VM-18L-0154
N19/99-078	141701	LK FCEV Production	VM-18L-0184
N19/99-079	141702	LK FCEV Production	VM-18L-0185
N19/99-082	141715	LK FCEV Production	VM-18L-0163
N19/99-090	141723	LK FCEV Production	BM-15C-0052
N19/99-099	141732	LK FCEV Production	VM-18L-0063
N19/99-101	141734	LK FCEV Production	VM-18L-0275
N19/99-102	141735	LK FCEV Production	VM-18L-0141
N19/99-103	141736	LK FCEV Production	VM-18L-0136
N19/99-104	141737	LK FCEV Production	VM-18L-0137
N19/99-105	141738	LK FCEV Production	VM-18L-0138
N19/99-106	141739	LK FCEV Production	VM-18L-0139
N19/99-107	141740	LK FCEV Production	VM-18L-0140
N19/99-108	141741	LK FCEV Production	VM-18L-0276
N19/99-109	141742	LK FCEV Production	VM-18L-0070
N19/99-110	141743	LK FCEV Production	VM-18L-0269
N19/99-111	141744	LK FCEV Production	VM-18L-0135
N19/99-112	141745	LK FCEV Production	VM-18L-0125
N19/99-112-C	175034	N19/99-112-C	VM-18L-0125
N19/99-113	141746	LK FCEV Production	VM-18L-0178
N19/99-114	141747	LK FCEV Production	VM-18L-0172
N19/99-115	141748	LK FCEV Production	VM-18L-0180
N19/99-116	141749	LK FCEV Production	VM-18L-0181
N19/99-117	141750	LK FCEV Production	VM-18L-0182
N19/99-118	141751	LK FCEV Production	VM-18L-0253
N19/99-119	141752	LK FCEV Production	VM-18L-0256
N19/99-120	141753	LK FCEV Production	VM-18L-0277
N19/99-121	141754	LK FCEV Production	VM-18L-0255
N19/99-122	141755	LK FCEV Production	VM-18L-0287
N19/99-123	141756	LK FCEV Production	VM-18L-0254
N19/99-132	141765	LK FCEV Production	BM-16L-0119
N19/99-133	141766	LK FCEV Production	BM-16L-0049
N19/99-134	141767	LK FCEV Production	VM-18L-0145
N19/99-135	141768	LK FCEV Production	VM-18L-0243
N19/99-141	141777	LK FCEV Production	BM-15C-0054
N19/99-142	141934	CN7c vehicle temp	VM-18L-0128
N19/99-143	142774	QZ Production	VM-18L-0124
N19/99-144	144054	LK EV Production	VM-18L-0161
N19/99-145	144324	NX4 Hev Temp	VM-18L-0166
N19/99-146	147474	JX_P1_C0006	VM-18L-0102
N19/99-147	147934	QZ Production	VM-18L-0071
N19/99-148	147981	MB Temporary	BM-16L-0126
N19/99-149	148154	RG Temporary	BM-15C-0010
N19/99-150	148576	JX Temporary	VM-18L-0144
N19/99-151	149354	QZ Production	VM-18L-0190
N19/99-152	149654	Mb Production	BM-16L-0008
N19/99-153	149674	MB Production	VM-18L-0071
N19/99-154	151114	RG3 HATCI Vehicle	VM-18L-0191
N19/99-164	151243	HATCI Temp Vehicle	BM-15C-0197
N19/99-165	151314	MQ4 overseas	VM-18L-0194
N19/99-166	151315	MQ4 Overseas	VM-18L-0219
N19/99-167	151316	NX4 Openbed	VM-18L-0221
N19/99-168	151374	PY Temp Production	VM-18L-0195
N19/99-169	151394	Temp Vehicle No	BM-16L-0145
N19/99-170	151395	Temp Vehicle No	VM-18L-0220
N19/99-171	151734	QV Production	VM-18L-0263
N19/99-172	151974	LK FCEV Production	VM-18L-0285
N19/99-173	151994	LKFCEV Production	VM-18L-0282
N19/99-174	152094	CN7c Pilot Vehicle	VM-18L-0248
N19/99-177	152097	CN7c Pilot Vehicle	BM-15C-0004
N19/99-178	153034	KMHLN4AG1M1000053	VM-18L-0157
N20/01-075	152627	KMHL6412BLA084400	BM-15C-0147
N20/01-075_1	168174	N20/01-075_temp	BM-15C-0147
N20/01-077	152623	KMHL241JBLA006027	BM-16L-0087
N20/01-077_1	162594	KMHL241JBLA006027_1	VM-18L-0151
N20/01-077_2	170314	KMHL241JBLA006027_2	BM-15C-0016
N20/01-235	152977	KMHLR41JGMU000056	VM-18L-0170
N20/01-292	154334	KMHBN51GAM1000245	BM-16L-0049
N20/01-346	153119	KNAH5F15GKLP98006	BM-15C-0085
N20/01-348	151580	KMHKM81CPK1P98081	BM-16L-0125
N20/01-350	151578	KMHKM3AB5K1P98079	BM-16L-0078
N20/01-353	151575	KMHKR81CPK1P98076	BM-16L-0112
N20/01-354	151574	KMHKN81BFK1P98075	BM-16L-0024
N20/01-360	153069	KMHL741CGLA083817	VM-18L-0249
N20/01-522	153376	KMTHC81CBLU000437	VM-18L-0262
N20/01-522_1	171774	N20/01-522_1_TEMP	BM-16L-0125
N20/01-555	153546	KMHLR4AF1LU000353	VM-21C-0077
N20/01-577	151558	KMHKN81CPK1P98059	VM-18L-0225
N20/01-595	153436	KMHPC813LK1P98108	BM-15C-0130
N20/01-598	153439	KMHPB813MK1P98111	BM-15C-0064
N20/01-634	151552	KMHKR81CPK1P98053	VM-18L-0131
N20/01-688	151556	KMHKN81DPK1P98057	VM-18L-0048
N20/01-697	153549	KMHL341C0LA071293	BM-15C-0010
N20/02-050	153598	KMHS581HHLU271491	VM-18L-0272
N20/02-063	151598	KMHKR81CPK1P98099	VM-18L-0211
N20/02-063_1	156674	N20/02-063_temp	BM-16L-0071
N20/02-105	154267	KMHLR4AF5LU000436	VM-18L-0054
N20/02-106	152720	KMHYG811DL1P98258	VM-18L-0093
N20/02-174	154365	KMHLM41JGMU000058	VM-18L-0223
N20/02-196	151566	KMHKR81CPK1P98067	VM-18L-0210
N20/02-197	154377	KNANH813BMS000023	VM-21C-0079
N20/02-245	155643	KNAM141BBK1P99011	VM-18L-0097
N20/02-295	154140	KMHBU51FAK1P98025	VM-18L-0177
N20/02-312	155484	KNAM241BBK1P98061	BM-16L-0119
N20/02-332	152749	KMHYF811BL1P98389	VM-18L-0222
N20/02-334	152762	KMHYF811DL1P98413	VM-18L-0072
N20/02-472	155760	KMTHB81DDLU000653	VM-18L-0257
N20/02-473	155744	KNARL81BGMA000315	VM-18L-0213
N20/02-484	151589	KMHKM81CPK1P98090	VM-18L-0239
N20/02-506	154985	KMHJE81CDMU000010	VM-18L-0105
N20/02-507	154602	KMHJE81CDMU000011	VM-18L-0098
N20/02-526	153220	KNCSHY76LLK437247	BM-16L-0091
N20/02-542	155486	KNAM341DBK1P98063	BM-16L-0135
N20/02-571	155476	KNAM441DBK1P98053	VM-18L-0047
N20/02-571_1	160834	KNAM441DBK1P98053_1	BM-15C-0035
N20/03-025	156075	KNAG44J22L1000135	VM-18L-0214
N20/03-028	154577	KNANE81BBMS000066	VM-18L-0160
N20/03-066	153236	KMFZCY7KBLU764576	BM-15C-0054
N20/03-101	155485	KNAM341FBK1P98062	BM-16L-0109
N20/03-151	155440	KNAM441DBK1P98006	VM-18L-0290
N20/03-186	156275	KMTGA41BDLU000543	VM-18L-0119
N20/03-186_1	157254	N20/03-186_1_temp	BM-15C-0095
N20/03-186_2	166254	N20/03-186_2_temp	BM-15C-0100
N20/03-262	152711	KMHYG814BL1P98224	VM-18L-0261
N20/03-435	152685	KMHYG811DL1P98134	BM-15C-0132
N20/03-484	157024	KMHJ2817HLU260074	VM-18L-0177
N20/03-515	154983	KMHJE81CDMU000121	VM-18L-0085
N20/03-544	157345	KMHL3412BLA096431	BM-16L-0123
N20/03-572	157152	KMJTA18XPKC919701	BM-15C-0157
N20/03-581	155474	KNAM341DBK1P98051	BM-15C-0185
N20/03-600	154830	KNDNE5H38M6000138	VM-18L-0112
N20/03-700	166275	N20/03-700_temp	BM-15C-0124
N20/03-700	166274	N20/03-700_temp	BM-15C-0095
N20/03-701	166395	N20/03-701_TEMP	BM-16L-0117
N20/04-005	152682	KMHYBX73BL1P98088	BM-15C-0181
N20/04-006	152708	KMHYL811BL1P98219	BM-15C-0082
N20/04-020	157296	KMHH351DVLU141383	VM-18L-0289
N20/04-065	157666	KMTGC41DDMU000626	VM-18L-0209
N20/04-065_1	180434	N20/04-065_1_temp	BM-16L-0048
N20/04-078	159695	KMFHA18XPKC919221	BM-15C-0189
N20/04-126	152758	KMHYH811AL1P98406	VM-18L-0072
N20/04-172	157880	KNDRMDLH9M5000379	VM-18L-0123
N20/04-174	157755	KNDRMDLH5M5000380	VM-18L-0123
N20/04-228	160267	KNAM2411BL1P98039	BM-15C-0022
N20/04-229	151544	KMHKM3AA0K1P98045	BM-16L-0149
N20/04-324	157816	KMTGC411PL1P98048	VM-18L-0199
N20/04-414	158363	KMTGB41CDLU000606	VM-18L-0280
N20/04-414_1	163354	KMTGB41CDLU000606_1	BM-16L-0044
N20/04-414_2	167714	N20/04-414_TEMP	BM-16L-0072
N20/04-432	152691	KMHYL811BL1P98192	BM-16L-0110
N20/04-433	152692	KMHYH811BL1P98193	BM-16L-0132
N20/04-502	158581	KNARF81GDMA001735	VM-18L-0284
N20/04-503	158591	KNAE451CBMS085182	BM-16L-0016
N20/04-508	158578	KMTHB81DDLU009147	VM-18L-0228
N20/04-552	158360	KMTHB81DDLU009172	VM-18L-0232
N20/04-552_1	161234	KMTHB81DDLU009172_1	BM-16L-0088
N20/04-571	158791	KMTGA41BDMU005272	VM-21C-0089
N20/04-573	158726	KMTGB41CDMU005848	VM-18L-0272
N20/04-595	158898	KMHJE81AHN1000087	VM-18L-0233
N20/04-597	155511	KNAM241BBK1P98100	VM-18L-0194
N20/04-630	152760	KMHYF811AL1P98411	VM-18L-0222
N20/04-633	158685	KNDNB5H3XM6000246	VM-18L-0206
N20/04-679	151545	KMHKR81AFK1P98046	BM-16L-0120
N20/05-156	158955	TMAH5H1DGLJ021248	BM-15C-0034
N20/05-156-1	197154	N20/05-156_temp	VM-18L-0289
N20/05-165	159034	KNARH81BGMA001166	BM-15C-0133
N20/05-165_1	160374	KNARH81BGMA001166_1	BM-15C-0133
N20/05-192	159182	KMTGC411PL1P98017	VM-18L-0087
N20/05-192_1	159674	KMTGC411PL1P98017_1	VM-18L-0241
N20/05-288	159138	KNAB5518BLT662674	BM-16L-0016
N20/05-308	159134	KNARF81BGMA004506	VM-18L-0239
N20/05-344	155514	KNAM541DBK1P98103	BM-16L-0024
N20/05-433	157609	KMUMC4TC6LU000181	VM-18L-0202
N20/05-434	157596	KMTMBD1ADLU000061	BM-15C-0096
N20/05-434-1	183234	N20/05-434-1	VM-21C-0148
N20/05-476	159803	KMTHA81BDLU013363	VM-18L-0171
N20/05-482	160086	KMTHC81CDLU014061	VM-18L-0289
N20/05-535	159889	KMTGC41DDLU000578	VM-18L-0055
N20/05-535_1	163356	N20/05-535 TEMP	BM-15C-0008
N20/05-535_2	167715	N20/05-535_2_TEMP	BM-16L-0034
N20/05-601	160302	KMTGB41CDMU013178	VM-18L-0224
N20/05-602	160301	KMTGB41CDMU013177	VM-18L-0219
N20/05-900	166314	N20/05-900_temp	VM-18L-0290
N20/05-920	179994	N20/05-920_TEMP	BM-15C-0049
N20/06-006	160660	U5YH5F15GML042820	BM-16L-0026
N20/06-017	161573	KNACR81CGL1P98060	VM-18L-0198
N20/06-021	182941	KMHS3CAJ6M1002033	BM-16L-0071
N20/06-021-1	184536	N20/06-021-1_temp	BM-16L-0071
N20/06-023	160747	KMHS5CAL6M1002013	VM-18L-0206
N20/06-117	160749	KMJUG17RPLC003628	VM-18L-0142
N20/06-136	161520	KNACP81CGL1P98006	VM-18L-0108
N20/06-163	161521	KNACP81CGL1P98007	VM-18L-0198
N20/06-167	168334	N20/06-167_temp	VM-18L-0110
N20/06-187	157480	KMTMBD1ADMU000119	VM-18L-0090
N20/06-187_1	166034	KMTMBD1ADMU000119_1	BM-16L-0082
N20/06-207	160965	KMHL6412BMA108146	VM-18L-0152
N20/06-238	157493	KMTMBD1ADMU000022	VM-18L-0291
N20/06-251	161224	KMHR381ADMU171317	VM-18L-0174
N20/06-252	161223	KMHR581ABMU171318	BM-15C-0169
N20/06-256	157571	KMUMA4TB1MU000166	VM-18L-0047
N20/06-297	162531	KNAC381BFL1P98259	VM-21C-0115
N20/06-298	162529	KNAC381AFL1P98257	VM-21C-0116
N20/06-308	161217	KMTHC81CDLU019504	VM-18L-0289
N20/06-308_1	169655	N20/06-308_TEMP	BM-16L-0117
N20/06-310	161180	KMTGB41CDMUO15081	VM-18L-0160
N20/06-369	161540	KNACR81CGL1P98026	VM-18L-0060
N20/06-380	161535	KNACT81CGL1P98021	VM-21C-0122
N20/06-407	161207	KMEKB18KPMC024724	VM-21C-0181
N20/06-465	161269	KNARH81GBMA006373	BM-15C-0010
N20/06-466	161270	KNARL81BGMA023848	BM-15C-0119
N20/06-466_1	163294	KNARL81BGMA023848_1	BM-15C-0150
N20/06-472	161575	KNACT81CGL1P98062	VM-18L-0198
N20/06-520	157531	KMUMA4TB4MU000145	VM-21C-0123
N20/06-520_1	176174	N20/06-520_temp	BM-16L-0014
N20/06-521	161927	KMJHK19UPMC000030	VM-18L-0132
N20/06-521_1	161974	KMJHK19UPMC000030_1	VM-18L-0266
N20/06-566	161514	KNACT81CGL1P98054	VM-18L-0093
N20/06-609	162472	KNAC381CPL1P98051	VM-18L-0279
N20/06-610	161455	KNAB5518BMT699619	BM-15C-0169
N20/06-674	161700	KM8JECA14MU000172	VM-21C-0087
N20/06-679	161581	KNACP81CGL1P98068	VM-18L-0198
N20/06-682	157586	KMTMCD1CDMU000053	VM-18L-0104
N20/06-683	157585	KMTMBD1ADMU000052	VM-18L-0127
N20/06-999	172654	N20/06-999_temp	BM-16L-0044
N20/07-146	165074	KMTKE81BPL1P98027_1	VM-18L-0294
N20/07-146_1	165075	KMTKE81BPL1P98027_2	VM-18L-0249
N20/07-146_2	165076	KMTKE81BPL1P98027_3	BM-15C-0086
N20/07-152	160504	KMTFB41DBL1P98022	BM-15C-1005
N20/07-179	161536	KNACP81CGL1P98022	VM-18L-0249
N20/07-193	162252	KNAKM814DMA212498	BM-15C-0020
N20/07-194	162251	KNAKM814DMA212261	BM-16L-0106
N20/07-197	162103	KMTHB81DDLU016931	VM-18L-0044
N20/07-200	159955	KNANC81BBMS000330	VM-18L-0166
N20/07-232	162245	LBECNADD6LZ000079	BM-15C-0159
N20/07-233	157474	KMTMB41ABMU000013	VM-18L-0166
N20/07-308	160526	KMTFB41DBL1P98047	VM-18L-0056
N20/07-308-1	183835	N21/99-0033_Temp	VM-18L-0088
N20/07-489	162708	KMTHC81CBLU023136	VM-18L-0126
N20/07-490	162707	KMTHC81CDLU023139	BM-16L-0033
N20/07-528	162840	KMHL3412BMA113699	BM-15C-0087
N20/07-529	162839	KMHL3412BMA113704	BM-16L-0043
N20/07-530	162710	KMHL741CGMA113182	VM-18L-0191
N20/07-623	167823	KMTKECTB6L1P98089	VM-18L-0165
N20/07-623_1	168774	N20/07-623_TEMP	VM-18L-0194
N20/07-629	181630	KMHS3812DLU000148	VM-18L-0157
N20/07-690	163282	KMTMB81ADMU000284	VM-18L-0133
N20/07-699	160321	KNAS7416BL1P98019	BM-15C-0192
N20/08-037	167782	KMTKC81CPL1P98048	BM-16L-0152
N20/08-066	167785	KMTKE81BPL1P98051	VM-18L-0088
N20/08-113	163435	KMHJC2AE7M1000087	BM-16L-0056
N20/08-160	163285	KMFFB18YPLC920103	BM-16L-0101
N20/08-160_1	164394	KMFFB18YPLC920103-1	BM-16L-0114
N20/08-161	163284	KMFFB18YPLC920102	BM-16L-0014
N20/08-161_1	164395	KMFFB18YPLC920102-1	BM-16L-0018
N20/08-161_2	169954	N20/08-161-2-temp	BM-16L-0014
N20/08-162	163283	KMFFB18YPLC920101	BM-15C-0090
N20/08-162	164417	KMFFB18YPLC920101	BM-15C-0100
N20/08-162_1	164396	KMFFB18YPLC920101-1	BM-15C-0006
N20/08-264	167799	KMTKE81BPL1P98065	VM-18L-0203
N20/08-327	163976	KMTHC81CDLU023140	VM-18L-0239
N20/08-337	164122	KMTHC81CDLU023138	VM-18L-0158
N20/08-342	167768	KMTKB81AFL1P98034	VM-18L-0226
N20/08-344	161865	KMTMB81ADMU000346	VM-18L-0262
N20/08-344_1	174914	N20/08-344_1_TEMP	BM-16L-0125
N20/08-356	164226	KMHK581GFMU102511	BM-16L-0112
N20/08-359	163995	KM8K53AG6MU102520	BM-16L-0149
N20/08-361	160556	KMTFB41DBL1P98087	BM-15C-1005
N20/08-366	164155	KMHJE2AF2M1000078	VM-18L-0234
N20/08-367	164154	KMHJEBAE1M1000077	VM-18L-0086
N20/08-372	167739	KMTKECTB7L1P98005	VM-18L-0236
N20/08-441	167779	KMTKC81CPL1P98045	VM-18L-0236
N20/08-442	167754	KMTKB81AFL1P98020	VM-18L-0261
N20/08-489	164205	LBENXDACXLYP98012	VM-18L-0235
N20/08-492	167797	KMTKC81CPL1P98063	VM-18L-0221
N20/08-562	164463	KMFFB18YPLC920105	BM-16L-0133
N20/08-562_1	166934	N20/08-562-TEMP	BM-16L-0099
N20/08-563	164454	KMFFB18YPLC920104	BM-16L-0047
N20/08-563_1	170716	N20/08-563-1-TEMP	BM-16L-0079
N20/08-566	167819	KMTKC81CPL1P98085	VM-18L-0150
N20/09-115	164557	TMAJE81AGLJ000035	VM-18L-0106
N20/09-115_1	172594	N20/09-115_TEMP	VM-21C-0038
N20/09-240	165041	KMTGB41CDMU001427	VM-18L-0156
N20/09-240_0	169915	N20/09-240_0_temp	VM-18L-0094
N20/09-240_1	168394	N20/09-240_TEMP	BM-16L-0027
N20/09-241	165042	KMTGC41DDMU000721	VM-18L-0228
N20/09-241_1	168834	N20/09-241_TEMP	BM-16L-0045
N20/09-241_1	169914	N20/09-241_TEMP	BM-16L-0045
N20/09-253	165196	KMTG341ADMU069949	BM-15C-0061
N20/09-267	164967	KNAKM814DMA214462	VM-18L-0080
N20/09-271	165193	KMHS281HGMU306399	BM-16L-0024
N20/09-295	165195	KMHJ8816FMU012031	BM-16L-0132
N20/09-319	165112	KMFFB18YPLC920107	BM-16L-0150
N20/09-319_1	166014	KMFFB18YPLC920107-1	BM-16L-0104
N20/09-320	165111	KMFFB18YPLC920186	BM-15C-0164
N20/09-320_1	167414	N20/09-320-temp	BM-15C-0124
N20/09-341	160602	KMTFB41EBL1P98206	VM-18L-0238
N20/09-341_1	168274	N20/09-341_1 TEMP	VM-18L-0214
N20/09-386	165194	KNAD6818AM6482958	BM-16L-0059
N20/09-392	165444	KMHPB813ML1000223	BM-15C-0031
N20/09-392_1	168474	N20/09-392_TEMP	BM-15C-0008
N20/09-393	165445	KMHPB813LL1000224	BM-16L-0058
N20/09-419	165334	KMHLP4AG4MU044301	VM-21C-0127
N20/09-524	165449	KMJTA18YPLC000004	BM-15C-0107
N20/09-568	160330	KNAS7416BL1P98028	BM-16L-0016
N20/09-570	163810	KMHKR81DPMU000160	VM-18L-0186
N20/09-570_C	171494	N20/09-570-TEMP	VM-18L-0233
N20/09-571	163809	KMHKR81AFMU000079	VM-18L-0111
N20/09-572	165710	KMHS281HHMU306397	BM-16L-0024
N20/09-593	159235	KNAKM814DMA214466	BM-15C-0046
N20/09-594	159234	KNAKM814DMA214465	BM-15C-0046
N20/09-640	170154	N20/09-640_TEMP	VM-18L-0045
N20/10-177	166123	KMTGB41DDMU041193	VM-18L-0053
N20/10-184	165412	KMHYD811DMU000037	VM-21C-0037
N20/10-185	165411	KMHYD811BMU000038	VM-18L-0222
N20/10-255	166149	KMTGC41DDMU041201	VM-18L-0108
N20/10-259	166132	KMFHA18GPMC042831	BM-15C-0015
N20/10-344	166114	KMFFB18YPLC920108	BM-15C-0090
N20/10-344	166119	KMFFB18YPLC920108	BM-15C-0202
N20/10-344_1	168054	N20/10-344-TEMP	BM-15C-0055
N20/10-399	166414	KNANC81BBMS024418	BM-16L-0137
N20/10-400	166153	KNDERCAAXM7162056	BM-16L-0123
N20/10-401	166304	KMTGC41DDMU041215	VM-18L-0100
N20/10-402	166303	KMTGC41DBMU041194	VM-18L-0247
N20/10-405	163899	KMHKR81CPMU000188	VM-18L-0230
N20/10-405_1	167294	N20/10-405_TEMP1	VM-18L-0281
N20/10-418	144813	KMTHC81CDLU000304	VM-18L-0087
N20/10-418_1	176274	N20/10-418_temp	BM-15C-0082
N20/10-423	163835	KMHKR81CPMU000093	VM-21C-0109
N20/10-473	163900	KM8KRDAC0MU000136	VM-18L-0050
N20/10-473_1	167175	N20/10-473_temp	VM-18L-0189
N20/10-477	166585	KMFZBY7KCLU825725	BM-15C-0009
N20/10-479	166583	KMFZCY7KBLU825724	BM-15C-0153
N20/10-546	163896	KMHKR81CPMU000043	VM-21C-0099
N20/10-549	166807	KMTHB81BDMU034999	BM-16L-0117
N20/10-550	166601	TMAH351DGMJ139469	BM-16L-0032
N20/10-578	166813	KMHF341DBLA398941	BM-16L-0044
N20/10-584	163866	KMHKR81CPMU000097	VM-18L-0121
N20/10-584_1	175334	N21/99-0018_Temp	BM-16L-0142
N20/10-584_2	175354	N21/99-0018_Temp	VM-18L-0118
N20/10-586	166418	KMTFC11EBL1P98038	VM-21C-0038
N20/11-074	166842	KNAM6411BNA000003	VM-18L-0211
N20/11-076	164783	KNAM641FBNA000011	VM-18L-0084
N20/11-100	163901	KMHKR81AFMU000112	VM-18L-0218
N20/11-100	167094	N20/11-100_temp	VM-18L-0218
N20/11-100_1	167174	N20/11-100_temp_1	VM-18L-0085
N20/11-119	167059	KMHL341A9MA126260	VM-21C-0119
N20/11-119_1	176015	N20/11-119_TEMP	BM-15C-0087
N20/11-120	167060	KMHL341A4MA126294	VM-21C-0119
N20/11-123_1	176014	N20/11-123_TEMP	BM-16L-0043
N20/11-123_2	176054	N20/11-123_TEMP_2	VM-21C-0124
N20/11-123_3	176074	N20/11-123_TEMP_3	BM-16L-0043
N20/11-174	167133	KMTGB4SC9MU044571	VM-21C-0113
N20/11-202	167052	KMTGB4SCOMU044569	VM-21C-0053
N20/11-202_1	177794	N20/11-202_1	BM-15C-0035
N20/11-222	166986	KMHYF811DMU000244	VM-18L-0072
N20/11-224	166803	KMJYA371AMU000195	VM-18L-0222
N20/11-224_1	175674	N20/11-224_TEMP	VM-18L-0250
N20/11-248	167131	KMHKN81DPMU000240	VM-18L-0093
N20/11-313	167352	KMJTA18XPMC000053	VM-18L-0090
N20/11-427-1	184494	KMFHA18XPLC920401_1	BM-16L-0127
N20/11-433	176175	N21/99-0019_Temp	BM-16L-0103
N20/11-434	167464	KNARH81GBM5024071	BM-15C-0170
N20/11-437	172011	KMHB5518BL1P98037	VM-18L-0129
N20/11-507	167981	KMHJ8816FMU013388	VM-18L-0101
N20/11-507_1	168894	N20/11-507_TEMP	VM-18L-0054
N20/11-540	168080	KNANE813BMS039604	VM-18L-0065
N20/12-024	168145	KMHLP4AG2MU104124	BM-15C-0024
N20/12-070	168267	KMHS581LHMU348479	BM-15C-0004
N20/12-073	168328	KMUHBDSBXMU039693	BM-16L-0064
N20/12-114	168357	KMFFB18YPLC920109	BM-16L-0116
N20/12-114_1	173274	N20/12-114-1-TEMP	BM-16L-0113
N20/12-115	169514	KMTMA811PL1P98037	VM-18L-0243
N20/12-132	168456	KMTGE4S11MU000019	VM-18L-0247
N20/12-154	163973	KMHKM81CPMU000151	VM-21C-0022
N20/12-154_1	179154	N20/12-154_1	VM-21C-0022
N20/12-221	168132	KMHKR81CPMU000277	VM-18L-0121
N20/12-221_1	169974	N20/12-221_TEMP	VM-18L-0189
N20/12-262	168795	KNANE813BMS042431	BM-15C-0026
N20/12-278	168956	KMHJE81CBMU007101	BM-15C-0181
N20/12-300	168874	N20/12-300_TEMP	BM-16L-0043
N20/12-358	168955	KMFHA17GPLC044612	VM-18L-0264
N20/12-398	169025	KMHL241JBMA027465	BM-15C-0159
N20/12-412	183281	KNACU81DGL1P98013	VM-18L-0202
N20/12-423	169021	KMFFB18YPLC920110	BM-16L-0004
N20/12-423	169014	KMFFB18YPLC920110	BM-15C-0004
N20/12-430	169040	KMHK5817GMU708082	BM-16L-0004
N20/12-441	169071	KMHK3812GMU708839	BM-16L-0121
N20/12-473	169196	KMHKR81BFMU000328	VM-18L-0230
N20/12-473_1	169975	N20/12-473_TEMP	VM-18L-0281
N20/12-594	168108	KMHKR81CPMU000281	VM-18L-0118
N20/12-594_1	176734	N20/12-594_temp	BM-16L-0142
N20/12-598	169475	MZBEN813LLN161462	BM-15C-0166
N20/99-001	153094	LK EV Production	BM-16L-0055
N20/99-002	153095	LK EV Production	BM-16L-0037
N20/99-003	153096	LK EV Production	BM-16L-0138
N20/99-004	153097	LK EV Production	BM-16L-0006
N20/99-006	154454	JX Temporary No	VM-18L-0278
N20/99-007	154634	QV Production Temp	VM-18L-0190
N20/99-008	155394	QZ Production Temp	VM-18L-0096
N20/99-010	158494	PSEV_code42	VM-18L-0295
N20/99-011	159254	N20/99-011_temp	BM-16L-0131
N20/99-012	159255	N20/99-012-temp	BM-15C-0167
N20/99-013	159854	Forklift_temp	VM-18L-0237
N20/99-014	159855	Forklift_temp	VM-18L-0212
N20/99-015	160474	N20/99-015_temp	VM-18L-0264
N20/99-016	160994	CS_EV_temp	VM-18L-0049
N20/99-017	160995	CS_EV_temp	VM-18L-0046
N20/99-018	161414	RG3_temp_vehicle	VM-18L-0095
N20/99-111	169074	N20/99-111_TEMP	BM-16L-0013
N20/99-123	166374	N20/99-123_temp	VM-18L-0095
N20/99-124	166674	N20/99-124_TEMP	BM-16L-0104
N20/99-187_1	166514	N20/99-187_1	BM-16L-0082
N20/99-702	162174	N20/99-702temp	VM-18L-0147
N20/99-703	162214	N20/99-709_TEMP	VM-18L-0159
N21/00-001-1	179955	N21/00-001-1_temp	BM-16L-0010
N21/01-002	167827	KMTKE81BPL1P98093	VM-18L-0081
N21/01-019	169055	KNAM6411BNA000037	VM-18L-0177
